Fiscal Year,County,Region,Program,Abuse Neglect Fatalities,Race Ethnicity,Age,Gender,Age Group
2020-01-01,Bell,Austin,Child Protective Investigations,2,African American,0,Female,Infant (0-1)
2020-01-01,Bell,Austin,Child Protective Investigations,1,African American,1,Female,Toddler (2-4)
2020-01-01,Bell,Austin,Child Protective Investigations,1,African American,2,Male,Toddler (2-4)
2020-01-01,Bell,Austin,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2020-01-01,Bell,Austin,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2020-01-01,Bell,Austin,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2020-01-01,Bexar,San Antonio,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2020-01-01,Bexar,San Antonio,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2020-01-01,Bexar,San Antonio,Child Protective Investigations,1,Anglo,3,Male,Toddler (2-4)
2020-01-01,Bexar,San Antonio,Child Protective Investigations,1,Asian,3,Male,Toddler (2-4)
2020-01-01,Bexar,San Antonio,Child Protective Investigations,1,Asian,5,Female,Child (5-9)
2020-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2020-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,6,Female,Child (5-9)
2020-01-01,Bexar,San Antonio,Child Protective Investigations,2,Hispanic,16,Male,Teen (15-17)
2020-01-01,Bexar,San Antonio,Child Protective Investigations,1,Unknown,0,Male,Infant (0-1)
2020-01-01,Bexar,San Antonio,Child Protective Investigations,1,Unknown,1,Female,Toddler (2-4)
2020-01-01,Bexar,San Antonio,Child Protective Investigations,1,Unknown,3,Female,Toddler (2-4)
2020-01-01,Bexar,San Antonio,Child Protective Investigations,1,Unknown,4,Male,Child (5-9)
2020-01-01,Brazoria,Houston,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Brazoria,Houston,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2020-01-01,Brooks,Edinburg,Child Protective Investigations,1,Hispanic,14,Female,Teen (15-17)
2020-01-01,Caldwell,Austin,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Callahan,Abilene,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2020-01-01,Cameron,Edinburg,Child Protective Investigations,1,African American,1,Female,Toddler (2-4)
2020-01-01,Cameron,Edinburg,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2020-01-01,Cameron,Edinburg,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2020-01-01,Collin,Arlington,Residential Child Care Investigations,1,African American,1,Unknown,Toddler (2-4)
2020-01-01,Collin,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Collin,Arlington,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2020-01-01,Collin,Arlington,Child Protective Investigations,1,Anglo,9,Male,Pre-Teen (10-14)
2020-01-01,Collin,Arlington,Child Protective Investigations,1,Anglo,12,Male,Pre-Teen (10-14)
2020-01-01,Collin,Arlington,Child Protective Investigations,1,Asian,7,Female,Child (5-9)
2020-01-01,Collin,Arlington,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2020-01-01,Comal,San Antonio,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2020-01-01,Comal,San Antonio,Child Protective Investigations,1,Hispanic,16,Female,Teen (15-17)
2020-01-01,Cooke,Arlington,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2020-01-01,Dallas,Arlington,Child Protective Investigations,2,African American,0,Female,Infant (0-1)
2020-01-01,Dallas,Arlington,Day Care Investigations,1,African American,0,Male,Infant (0-1)
2020-01-01,Dallas,Arlington,Child Protective Investigations,3,African American,0,Male,Infant (0-1)
2020-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2020-01-01,Dallas,Arlington,Child Protective Investigations,3,African American,2,Male,Toddler (2-4)
2020-01-01,Dallas,Arlington,Child Protective Investigations,2,African American,7,Female,Child (5-9)
2020-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,9,Female,Pre-Teen (10-14)
2020-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,14,Male,Teen (15-17)
2020-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,16,Male,Teen (15-17)
2020-01-01,Dallas,Arlington,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2020-01-01,Dallas,Arlington,Child Protective Investigations,5,Hispanic,0,Male,Infant (0-1)
2020-01-01,Dallas,Arlington,Child Protective Investigations,1,Hispanic,2,Female,Toddler (2-4)
2020-01-01,Dallas,Arlington,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2020-01-01,Dallas,Arlington,Child Protective Investigations,1,Unknown,3,Male,Toddler (2-4)
2020-01-01,Delta,Tyler,Child Protective Investigations,1,Anglo,12,Female,Pre-Teen (10-14)
2020-01-01,Denton,Arlington,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2020-01-01,Denton,Arlington,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2020-01-01,Denton,Arlington,Child Protective Investigations,1,Anglo,4,Male,Child (5-9)
2020-01-01,Ector,Midland,Child Protective Investigations,1,Anglo,8,Female,Child (5-9)
2020-01-01,Ector,Midland,Child Protective Investigations,1,Asian,7,Male,Child (5-9)
2020-01-01,El Paso,El Paso,Child Protective Investigations,1,African American,17,Female,Teen (15-17)
2020-01-01,El Paso,El Paso,Child Protective Investigations,1,Anglo,4,Female,Child (5-9)
2020-01-01,El Paso,El Paso,Child Protective Investigations,2,Hispanic,0,Male,Infant (0-1)
2020-01-01,El Paso,El Paso,Child Protective Investigations,1,Hispanic,2,Female,Toddler (2-4)
2020-01-01,El Paso,El Paso,Child Protective Investigations,1,Hispanic,5,Male,Child (5-9)
2020-01-01,El Paso,El Paso,Child Protective Investigations,1,Hispanic,10,Male,Pre-Teen (10-14)
2020-01-01,Ellis,Arlington,Child Protective Investigations,1,Anglo,3,Male,Toddler (2-4)
2020-01-01,Ellis,Arlington,Child Protective Investigations,1,Anglo,5,Male,Child (5-9)
2020-01-01,Erath,Arlington,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2020-01-01,Fort Bend,Houston,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Fort Bend,Houston,Child Protective Investigations,1,Hispanic,1,Female,Toddler (2-4)
2020-01-01,Galveston,Houston,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2020-01-01,Galveston,Houston,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2020-01-01,Grayson,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Grayson,Arlington,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2020-01-01,Gregg,Tyler,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2020-01-01,Gregg,Tyler,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Gregg,Tyler,Child Protective Investigations,1,Anglo,10,Male,Pre-Teen (10-14)
2020-01-01,Gregg,Tyler,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2020-01-01,Hall,Lubbock,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Hardeman,Abilene,Child Protective Investigations,1,Anglo,11,Male,Pre-Teen (10-14)
2020-01-01,Hardin,Beaumont,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Harris,Houston,Child Protective Investigations,3,African American,0,Female,Infant (0-1)
2020-01-01,Harris,Houston,Child Protective Investigations,3,African American,0,Male,Infant (0-1)
2020-01-01,Harris,Houston,Child Protective Investigations,2,African American,1,Male,Toddler (2-4)
2020-01-01,Harris,Houston,Child Protective Investigations,1,African American,2,Female,Toddler (2-4)
2020-01-01,Harris,Houston,Child Protective Investigations,2,African American,2,Male,Toddler (2-4)
2020-01-01,Harris,Houston,Child Protective Investigations,2,African American,3,Female,Toddler (2-4)
2020-01-01,Harris,Houston,Child Protective Investigations,1,African American,4,Female,Child (5-9)
2020-01-01,Harris,Houston,Child Protective Investigations,2,African American,4,Male,Child (5-9)
2020-01-01,Harris,Houston,Child Protective Investigations,1,African American,5,Male,Child (5-9)
2020-01-01,Harris,Houston,Day Care Investigations,1,African American,6,Female,Child (5-9)
2020-01-01,Harris,Houston,Child Protective Investigations,1,African American,12,Female,Pre-Teen (10-14)
2020-01-01,Harris,Houston,Child Protective Investigations,1,African American,12,Male,Pre-Teen (10-14)
2020-01-01,Harris,Houston,Child Protective Investigations,1,African American,14,Male,Teen (15-17)
2020-01-01,Harris,Houston,Child Protective Investigations,3,Anglo,0,Male,Infant (0-1)
2020-01-01,Harris,Houston,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2020-01-01,Harris,Houston,Child Protective Investigations,1,Anglo,4,Male,Child (5-9)
2020-01-01,Harris,Houston,Child Protective Investigations,1,Anglo,15,Male,Teen (15-17)
2020-01-01,Harris,Houston,Child Protective Investigations,1,Asian,4,Female,Child (5-9)
2020-01-01,Harris,Houston,Day Care Investigations,1,Hispanic,0,Female,Infant (0-1)
2020-01-01,Harris,Houston,Child Protective Investigations,4,Hispanic,0,Female,Infant (0-1)
2020-01-01,Harris,Houston,Child Protective Investigations,2,Hispanic,0,Male,Infant (0-1)
2020-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,1,Female,Toddler (2-4)
2020-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2020-01-01,Harris,Houston,Child Protective Investigations,2,Hispanic,4,Male,Child (5-9)
2020-01-01,Harris,Houston,Child Protective Investigations,2,Hispanic,5,Female,Child (5-9)
2020-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,5,Male,Child (5-9)
2020-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,6,Male,Child (5-9)
2020-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,14,Male,Teen (15-17)
2020-01-01,Harris,Houston,Child Protective Investigations,1,Unknown,4,Male,Child (5-9)
2020-01-01,Harris,Houston,Child Protective Investigations,1,Unknown,7,Male,Child (5-9)
2020-01-01,Harris,Houston,Child Protective Investigations,1,Unknown,9,Female,Pre-Teen (10-14)
2020-01-01,Harris,Houston,Child Protective Investigations,1,Unknown,11,Female,Pre-Teen (10-14)
2020-01-01,Harrison,Tyler,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2020-01-01,Harrison,Tyler,Child Protective Investigations,1,Anglo,5,Male,Child (5-9)
2020-01-01,Hays,Austin,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2020-01-01,Hays,Austin,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2020-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2020-01-01,Hidalgo,Edinburg,Child Protective Investigations,2,Hispanic,0,Male,Infant (0-1)
2020-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2020-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2020-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Hispanic,9,Female,Pre-Teen (10-14)
2020-01-01,Hockley,Lubbock,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2020-01-01,Hood,Arlington,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2020-01-01,Hood,Arlington,Child Protective Investigations,1,Anglo,3,Male,Toddler (2-4)
2020-01-01,Hopkins,Tyler,Child Protective Investigations,1,Anglo,9,Female,Pre-Teen (10-14)
2020-01-01,Houston,Beaumont,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2020-01-01,Howard,Midland,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Hunt,Arlington,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2020-01-01,Johnson,Arlington,Child Protective Investigations,1,Anglo,10,Male,Pre-Teen (10-14)
2020-01-01,Kaufman,Arlington,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2020-01-01,Kaufman,Arlington,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2020-01-01,Kaufman,Arlington,Child Protective Investigations,1,Anglo,4,Female,Child (5-9)
2020-01-01,Kaufman,Arlington,Child Protective Investigations,1,Anglo,16,Female,Teen (15-17)
2020-01-01,Kaufman,Arlington,Child Protective Investigations,1,Anglo,17,Female,Teen (15-17)
2020-01-01,Kerr,San Antonio,Residential Child Care Investigations,1,African American,6,Male,Child (5-9)
2020-01-01,Kerr,San Antonio,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Kerr,San Antonio,Child Protective Investigations,1,Hispanic,14,Female,Teen (15-17)
2020-01-01,Lampasas,Austin,Residential Child Care Investigations,1,Anglo,14,Female,Teen (15-17)
2020-01-01,Lavaca,San Antonio,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2020-01-01,Leon,Austin,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2020-01-01,Lubbock,Lubbock,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2020-01-01,Lubbock,Lubbock,Child Protective Investigations,1,Hispanic,13,Male,Pre-Teen (10-14)
2020-01-01,Madison,Austin,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2020-01-01,Matagorda,Houston,Child Protective Investigations,1,African American,1,Female,Toddler (2-4)
2020-01-01,Matagorda,Houston,Child Protective Investigations,1,Anglo,6,Male,Child (5-9)
2020-01-01,Matagorda,Houston,Child Protective Investigations,1,Hispanic,7,Female,Child (5-9)
2020-01-01,McLennan,Austin,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,McLennan,Austin,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2020-01-01,McLennan,Austin,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2020-01-01,Midland,Midland,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2020-01-01,Midland,Midland,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2020-01-01,Midland,Midland,Day Care Investigations,1,Hispanic,0,Male,Infant (0-1)
2020-01-01,Montgomery,Houston,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2020-01-01,Montgomery,Houston,Child Protective Investigations,2,Anglo,0,Male,Infant (0-1)
2020-01-01,Montgomery,Houston,Child Protective Investigations,1,Other,0,Male,Infant (0-1)
2020-01-01,Montgomery,Houston,Child Protective Investigations,1,Unknown,0,Female,Infant (0-1)
2020-01-01,Navarro,Arlington,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2020-01-01,Nueces,Edinburg,Child Protective Investigations,1,African American,3,Female,Toddler (2-4)
2020-01-01,Nueces,Edinburg,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2020-01-01,Nueces,Edinburg,Child Protective Investigations,1,Hispanic,1,Female,Toddler (2-4)
2020-01-01,Nueces,Edinburg,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2020-01-01,Orange,Beaumont,Child Protective Investigations,1,African American,5,Female,Child (5-9)
2020-01-01,Orange,Beaumont,Child Protective Investigations,1,Other,3,Male,Toddler (2-4)
2020-01-01,Palo Pinto,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Panola,Tyler,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Parker,Arlington,Child Protective Investigations,1,Unknown,17,Female,Teen (15-17)
2020-01-01,Polk,Beaumont,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Polk,Beaumont,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2020-01-01,Rockwall,Arlington,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2020-01-01,Sabine,Beaumont,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2020-01-01,San Jacinto,Beaumont,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Shelby,Beaumont,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2020-01-01,Smith,Tyler,Child Protective Investigations,1,African American,3,Female,Toddler (2-4)
2020-01-01,Smith,Tyler,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2020-01-01,Smith,Tyler,Child Protective Investigations,1,Anglo,16,Male,Teen (15-17)
2020-01-01,Starr,Edinburg,Child Protective Investigations,1,Hispanic,8,Female,Child (5-9)
2020-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2020-01-01,Tarrant,Arlington,Child Protective Investigations,2,African American,3,Female,Toddler (2-4)
2020-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,3,Male,Toddler (2-4)
2020-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,4,Female,Child (5-9)
2020-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,4,Male,Child (5-9)
2020-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,5,Female,Child (5-9)
2020-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,10,Male,Pre-Teen (10-14)
2020-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,4,Male,Child (5-9)
2020-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,6,Male,Child (5-9)
2020-01-01,Tarrant,Arlington,Child Protective Investigations,1,Hispanic,4,Female,Child (5-9)
2020-01-01,Tarrant,Arlington,Child Protective Investigations,1,Hispanic,7,Male,Child (5-9)
2020-01-01,Tarrant,Arlington,Child Protective Investigations,1,Hispanic,10,Female,Pre-Teen (10-14)
2020-01-01,Tarrant,Arlington,Child Protective Investigations,1,Hispanic,12,Male,Pre-Teen (10-14)
2020-01-01,Taylor,Abilene,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2020-01-01,Taylor,Abilene,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2020-01-01,Terry,Lubbock,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2020-01-01,Tom Green,Midland,Day Care Investigations,1,Hispanic,0,Male,Infant (0-1)
2020-01-01,Travis,Austin,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2020-01-01,Travis,Austin,Day Care Investigations,1,Hispanic,0,Male,Infant (0-1)
2020-01-01,Travis,Austin,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2020-01-01,Travis,Austin,Child Protective Investigations,1,Hispanic,5,Male,Child (5-9)
2020-01-01,Travis,Austin,Child Protective Investigations,1,Other,1,Female,Toddler (2-4)
2020-01-01,Travis,Austin,Child Protective Investigations,1,Unknown,0,Female,Infant (0-1)
2020-01-01,Walker,Houston,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Waller,Houston,Child Protective Investigations,1,African American,13,Male,Pre-Teen (10-14)
2020-01-01,Ward,Midland,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Washington,Austin,Day Care Investigations,1,African American,1,Male,Toddler (2-4)
2020-01-01,Washington,Austin,Child Protective Investigations,1,African American,2,Female,Toddler (2-4)
2020-01-01,Webb,Edinburg,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2020-01-01,Wichita,Abilene,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2020-01-01,Wichita,Abilene,Child Protective Investigations,1,African American,4,Male,Child (5-9)
2020-01-01,Wichita,Abilene,Residential Child Care Investigations,1,Hispanic,1,Female,Toddler (2-4)
2020-01-01,Willacy,Edinburg,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2020-01-01,Williamson,Austin,Day Care Investigations,1,Anglo,0,Female,Infant (0-1)
2020-01-01,Williamson,Austin,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2020-01-01,Williamson,Austin,Child Protective Investigations,1,Anglo,3,Male,Toddler (2-4)
2020-01-01,Williamson,Austin,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2020-01-01,Williamson,Austin,Child Protective Investigations,1,Hispanic,15,Female,Teen (15-17)
2020-01-01,Wilson,San Antonio,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2020-01-01,Winkler,Midland,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2020-01-01,Wise,Arlington,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2019-01-01,Angelina,Beaumont,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2019-01-01,Angelina,Beaumont,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2019-01-01,Aransas,Edinburg,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2019-01-01,Bell,Austin,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2019-01-01,Bell,Austin,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2019-01-01,Bell,Austin,Child Protective Investigations,1,Other,0,Female,Infant (0-1)
2019-01-01,Bell,Austin,Child Protective Investigations,1,Other,6,Male,Child (5-9)
2019-01-01,Bexar,San Antonio,Day Care Investigations,1,African American,0,Female,Infant (0-1)
2019-01-01,Bexar,San Antonio,Child Protective Investigations,1,Anglo,5,Male,Child (5-9)
2019-01-01,Bexar,San Antonio,Residential Child Care Investigations,1,Anglo,15,Female,Teen (15-17)
2019-01-01,Bexar,San Antonio,Child Protective Investigations,2,Hispanic,0,Male,Infant (0-1)
2019-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2019-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,10,Female,Pre-Teen (10-14)
2019-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,11,Male,Pre-Teen (10-14)
2019-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,16,Female,Teen (15-17)
2019-01-01,Bowie,Tyler,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2019-01-01,Brazoria,Houston,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2019-01-01,Brazoria,Houston,Child Protective Investigations,1,African American,2,Female,Toddler (2-4)
2019-01-01,Brazoria,Houston,Day Care Investigations,1,Anglo,0,Male,Infant (0-1)
2019-01-01,Brazoria,Houston,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2019-01-01,Brazoria,Houston,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2019-01-01,Brazoria,Houston,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2019-01-01,Brazoria,Houston,Child Protective Investigations,1,Hispanic,2,Female,Toddler (2-4)
2019-01-01,Brazos,Austin,Child Protective Investigations,1,African American,1,Female,Toddler (2-4)
2019-01-01,Brazos,Austin,Child Protective Investigations,1,African American,2,Male,Toddler (2-4)
2019-01-01,Brown,Abilene,Child Protective Investigations,1,African American,2,Male,Toddler (2-4)
2019-01-01,Brown,Abilene,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2019-01-01,Cameron,Edinburg,Child Protective Investigations,1,Hispanic,4,Male,Child (5-9)
2019-01-01,Cass,Tyler,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2019-01-01,Clay,Abilene,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2019-01-01,Collin,Arlington,Child Protective Investigations,1,African American,10,Male,Pre-Teen (10-14)
2019-01-01,Collin,Arlington,Child Protective Investigations,2,Hispanic,1,Female,Toddler (2-4)
2019-01-01,Collin,Arlington,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2019-01-01,Collin,Arlington,Child Protective Investigations,1,Native American,6,Male,Child (5-9)
2019-01-01,Cooke,Arlington,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2019-01-01,Dallas,Arlington,Child Protective Investigations,2,African American,0,Female,Infant (0-1)
2019-01-01,Dallas,Arlington,Day Care Investigations,1,African American,0,Male,Infant (0-1)
2019-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,1,Female,Toddler (2-4)
2019-01-01,Dallas,Arlington,Child Protective Investigations,3,African American,1,Male,Toddler (2-4)
2019-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,2,Female,Toddler (2-4)
2019-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,3,Female,Toddler (2-4)
2019-01-01,Dallas,Arlington,Child Protective Investigations,2,African American,3,Male,Toddler (2-4)
2019-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,4,Male,Child (5-9)
2019-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,7,Female,Child (5-9)
2019-01-01,Dallas,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2019-01-01,Dallas,Arlington,Child Protective Investigations,1,Asian,0,Female,Infant (0-1)
2019-01-01,Dallas,Arlington,Child Protective Investigations,1,Asian,5,Female,Child (5-9)
2019-01-01,Dallas,Arlington,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2019-01-01,Dallas,Arlington,Day Care Investigations,1,Hispanic,1,Male,Toddler (2-4)
2019-01-01,Dallas,Arlington,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2019-01-01,Dallas,Arlington,Child Protective Investigations,1,Hispanic,4,Female,Child (5-9)
2019-01-01,Dallas,Arlington,Child Protective Investigations,1,Hispanic,8,Male,Child (5-9)
2019-01-01,Dallas,Arlington,Child Protective Investigations,1,Unknown,1,Male,Toddler (2-4)
2019-01-01,Dallas,Arlington,Child Protective Investigations,1,Unknown,3,Male,Toddler (2-4)
2019-01-01,Denton,Arlington,Child Protective Investigations,1,African American,3,Male,Toddler (2-4)
2019-01-01,Denton,Arlington,Child Protective Investigations,1,Anglo,3,Female,Toddler (2-4)
2019-01-01,Denton,Arlington,Child Protective Investigations,1,Anglo,4,Male,Child (5-9)
2019-01-01,Denton,Arlington,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2019-01-01,Denton,Arlington,Day Care Investigations,1,Other,0,Male,Infant (0-1)
2019-01-01,Donley,Lubbock,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2019-01-01,Ector,Midland,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2019-01-01,Ector,Midland,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2019-01-01,Ector,Midland,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2019-01-01,El Paso,El Paso,Day Care Investigations,1,African American,0,Male,Infant (0-1)
2019-01-01,El Paso,El Paso,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2019-01-01,El Paso,El Paso,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2019-01-01,El Paso,El Paso,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2019-01-01,El Paso,El Paso,Child Protective Investigations,1,Hispanic,3,Female,Toddler (2-4)
2019-01-01,Ellis,Arlington,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2019-01-01,Ellis,Arlington,Child Protective Investigations,1,Anglo,6,Male,Child (5-9)
2019-01-01,Ellis,Arlington,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2019-01-01,Floyd,Lubbock,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2019-01-01,Fort Bend,Houston,Child Protective Investigations,1,African American,3,Male,Toddler (2-4)
2019-01-01,Fort Bend,Houston,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2019-01-01,Fort Bend,Houston,Child Protective Investigations,1,Asian,5,Male,Child (5-9)
